PER 1 TOLA
1	FINE GOLD (9999): 91300	STANDARD GOLD (9950): 90800	Silver: 1225
3	FINE GOLD (9999): 91400	STANDARD GOLD (9950): 90900	Silver: 1235
4	FINE GOLD (9999): 91700	STANDARD GOLD (9950): 91200	Silver: 1260
5	FINE GOLD (9999): 91700	STANDARD GOLD (9950): 91200	Silver: 1250
7	FINE GOLD (9999): 92100	STANDARD GOLD (9950): 91600	Silver: 1260
8	FINE GOLD (9999): 92400	STANDARD GOLD (9950): 91900	Silver: 1265
9	FINE GOLD (9999): 92600	STANDARD GOLD (9950): 92100	Silver: 1265
10	FINE GOLD (9999): 92000	STANDARD GOLD (9950): 91500	Silver: 1250
11	FINE GOLD (9999): 92400	STANDARD GOLD (9950): 91900	Silver: 1250
12	FINE GOLD (9999): 92000	STANDARD GOLD (9950): 91500	Silver: 1245
14	FINE GOLD (9999): 91700	STANDARD GOLD (9950): 91200	Silver: 1240
15	FINE GOLD (9999): 91800	STANDARD GOLD (9950): 91300	Silver: 1245
16	FINE GOLD (9999): 92000	STANDARD GOLD (9950): 91500	Silver: 1250
17	FINE GOLD (9999): 91500	STANDARD GOLD (9950): 91000	Silver: 1225
18	FINE GOLD (9999): 91000	STANDARD GOLD (9950): 90500	Silver: 1225
22	FINE GOLD (9999): 92500	STANDARD GOLD (9950): 92000	Silver: 1250
23	FINE GOLD (9999): 92300	STANDARD GOLD (9950): 91800	Silver: 1250
24	FINE GOLD (9999): 92700	STANDARD GOLD (9950): 92200	Silver: 1250
25	FINE GOLD (9999): 94000	STANDARD GOLD (9950): 93500	Silver: 1270
26	FINE GOLD (9999): 94400	STANDARD GOLD (9950): 93900	Silver: 1285
28	FINE GOLD (9999): 94600	STANDARD GOLD (9950): 94100	Silver: 1295
29	FINE GOLD (9999): 94300	STANDARD GOLD (9950): 93800	Silver: 1280
30	FINE GOLD (9999): 94800	STANDARD GOLD (9950): 94300	Silver: 1290
