YEAR,MONTH,DATE,FINE_GOLD,STANDARD_GOLD,SILVER
2077,Shrawan,20,99800.0,99365.0,1230.0
2077,Shrawan,21,101400.0,100900.0,1295.0
2077,Shrawan,22,102500.0,102000.0,1345.0
2077,Shrawan,23,103500.0,103000.0,1405.0
2077,Shrawan,25,102600.0,102100.0,1410.0
2077,Shrawan,26,102400.0,101900.0,1395.0
2077,Shrawan,27,101600.0,101100.0,1435.0
2077,Shrawan,28,95400.0,94900.0,1210.0
2077,Shrawan,29,97800.0,97300.0,1295.0
2077,Shrawan,30,98600.0,98100.0,1355.0
2077,Shrawan,32,98400.0,97900.0,1325.0
2078,Ashad,1,93200.0,92700.0,1355.0
2078,Ashad,2,93100.0,92600.0,1360.0
2078,Ashad,3,92000.0,91500.0,1340.0
2078,Ashad,4,90800.0,90300.0,1305.0
2078,Ashad,6,90000.0,89550.0,1290.0
2078,Ashad,7,90400.0,89950.0,1295.0
2078,Ashad,8,91000.0,90500.0,1300.0
2078,Ashad,9,90700.0,90200.0,1295.0
2078,Ashad,10,,90000.0,1295.0
2078,Ashad,11,90500.0,90000.0,1300.0
2078,Ashad,13,90700.0,90200.0,1305.0
2078,Ashad,14,90700.0,90200.0,1305.0
2078,Ashad,14,97700.0,97200.0,1255.0
2078,Ashad,15,90600.0,90100.0,1300.0
2078,Ashad,16,90000.0,89550.0,1290.0
2078,Ashad,17,90800.0,90300.0,1310.0
2078,Ashad,18,91300.0,90800.0,1310.0
2078,Ashad,20,91500.0,91000.0,1325.0
2078,Ashad,21,91500.0,91000.0,1325.0
2078,Ashad,22,91800.0,91300.0,1330.0
2078,Ashad,23,92200.0,91700.0,1320.0
2078,Ashad,24,92300.0,91800.0,1310.0
2078,Ashad,25,92400.0,91900.0,1305.0
2078,Ashad,27,92400.0,91900.0,1315.0
2078,Ashad,28,92200.0,91700.0,1310.0
2078,Ashad,29,92400.0,91900.0,1320.0
2078,Ashad,30,92700.0,92200.0,1315.0
2078,Ashad,31,93200.0,92700.0,1320.0
2078,Ashoj,1,89100.0,88650.0,1170.0
2078,Ashoj,3,89100.0,88650.0,1150.0
2078,Ashoj,4,88900.0,88450.0,1135.0
2078,Ashoj,5,89200.0,88750.0,1140.0
2078,Ashoj,6,90100.0,89650.0,1165.0
2078,Ashoj,7,89600.0,89150.0,1155.0
2078,Ashoj,8,89000.0,88550.0,1160.0
2078,Ashoj,10,89000.0,88550.0,1150.0
2078,Ashoj,11,89300.0,88850.0,1160.0
2078,Ashoj,12,89000.0,88550.0,1155.0
2078,Ashoj,13,88900.0,88450.0,1155.0
2078,Ashoj,14,88700.0,88250.0,1120.0
2078,Ashoj,15,89600.0,89150.0,1140.0
2078,Ashoj,17,89800.0,89350.0,1160.0
2078,Ashoj,18,89800.0,89350.0,1160.0
2078,Ashoj,19,90300.0,89850.0,1160.0
2078,Ashoj,20,89900.0,89450.0,1160.0
2078,Ashoj,21,90400.0,89950.0,1170.0
2078,Ashoj,22,90600.0,90150.0,1170.0
2078,Ashoj,24,90700.0,90250.0,1175.0
2078,Ashoj,25,90600.0,90150.0,1180.0
2078,Baisakh,2,89800.0,89350.0,1290.0
2078,Baisakh,3,90500.0,90000.0,1300.0
2078,Baisakh,5,90700.0,90200.0,1300.0
2078,Baisakh,6,91000.0,90500.0,1300.0
2078,Baisakh,7,90700.0,90200.0,1300.0
2078,Baisakh,8,92000.0,91500.0,1310.0
2078,Baisakh,9,92200.0,91700.0,1335.0
2078,Baisakh,10,91700.0,91200.0,1320.0
2078,Baisakh,12,91300.0,90800.0,1310.0
2078,Baisakh,13,91300.0,90800.0,1310.0
2078,Baisakh,14,91200.0,90700.0,1315.0
2078,Baisakh,15,90500.0,90000.0,1305.0
2078,Baisakh,16,90800.0,90300.0,1315.0
2078,Baisakh,17,89900.0,89450.0,1295.0
2078,Baisakh,19,90000.0,89500.0,1295.0
2078,Baisakh,20,90400.0,89900.0,1300.0
2078,Baisakh,21,90600.0,90100.0,1325.0
2078,Baisakh,22,90300.0,89800.0,1320.0
2078,Baisakh,23,90600.0,90100.0,1315.0
2078,Baisakh,24,91700.0,91200.0,1350.0
2078,Baisakh,26,91800.0,91300.0,1345.0
2078,Baisakh,27,92000.0,91500.0,1360.0
2078,Baisakh,28,92300.0,91800.0,1345.0
2078,Baisakh,29,92000.0,91500.0,1345.0
2078,Baisakh,30,91600.0,91100.0,1335.0
2078,Baisakh,31,91600.0,91100.0,1330.0
2078,Bhadra,1,91000.0,90500.0,1210.0
2078,Bhadra,2,91200.0,90700.0,1205.0
2078,Bhadra,3,90800.0,90300.0,1180.0
2078,Bhadra,4,91200.0,90700.0,1195.0
2078,Bhadra,6,90900.0,90400.0,1180.0
2078,Bhadra,7,91100.0,90600.0,1190.0
2078,Bhadra,8,91600.0,91100.0,1200.0
2078,Bhadra,9,91300.0,90800.0,1210.0
2078,Bhadra,10,91100.0,90600.0,1210.0
2078,Bhadra,11,91600.0,91100.0,1200.0
2078,Bhadra,13,91600.0,91100.0,1210.0
2078,Bhadra,14,91600.0,91100.0,1210.0
2078,Bhadra,15,91200.0,90700.0,1205.0
2078,Bhadra,16,91000.0,90500.0,1195.0
2078,Bhadra,17,90800.0,90300.0,1205.0
2078,Bhadra,18,90900.0,90400.0,1195.0
2078,Bhadra,20,91500.0,91000.0,1230.0
2078,Bhadra,21,91400.0,90900.0,1230.0
2078,Bhadra,22,91400.0,90900.0,1230.0
2078,Bhadra,23,90700.0,90200.0,1220.0
2078,Bhadra,24,90600.0,90100.0,1210.0
2078,Bhadra,25,90700.0,90200.0,1215.0
2078,Bhadra,27,90300.0,89800.0,1195.0
2078,Bhadra,28,90600.0,90100.0,1200.0
2078,Bhadra,29,90600.0,90100.0,1200.0
2078,Bhadra,30,91200.0,90700.0,1200.0
2078,Bhadra,31,90500.0,90000.0,1200.0
2078,Chaitra,1,100500.0,100000.0,1380.0
2078,Chaitra,2,99300.0,98800.0,1370.0
2078,Chaitra,3,99800.0,99300.0,1390.0
2078,Chaitra,4,99800.0,99300.0,1385.0
2078,Chaitra,6,99200.0,98700.0,1375.0
2078,Chaitra,7,99500.0,99000.0,1375.0
2078,Chaitra,8,100300.0,99800.0,1395.0
2078,Chaitra,9,99200.0,98700.0,1370.0
2078,Chaitra,10,100300.0,99800.0,1375.0
2078,Chaitra,11,100900.0,100400.0,1400.0
2078,Chaitra,13,100900.0,100400.0,1400.0
2078,Chaitra,14,100500.0,100000.0,1380.0
2078,Chaitra,15,99200.0,98700.0,1370.0
2078,Chaitra,16,98800.0,98300.0,1360.0
2078,Chaitra,17,98900.0,98400.0,1350.0
2078,Chaitra,18,99700.0,99200.0,1360.0
2078,Chaitra,20,99300.0,98800.0,1360.0
2078,Chaitra,21,98700.0,98200.0,1350.0
2078,Chaitra,22,98800.0,98300.0,1340.0
2078,Chaitra,23,98500.0,98000.0,1335.0
2078,Chaitra,24,99000.0,98500.0,1345.0
2078,Chaitra,25,99500.0,99000.0,1355.0
2078,Chaitra,27,100300.0,99800.0,1365.0
2078,Chaitra,28,100100.0,99600.0,1365.0
2078,Chaitra,29,100900.0,100400.0,1380.0
2078,Chaitra,30,101500.0,101000.0,1400.0
2078,Falgun,1,95500.0,95000.0,1300.0
2078,Falgun,2,95500.0,95000.0,1300.0
2078,Falgun,3,96700.0,96200.0,1320.0
2078,Falgun,4,95100.0,94600.0,1285.0
2078,Falgun,5,96100.0,95600.0,1295.0
2078,Falgun,6,96500.0,96000.0,1305.0
2078,Falgun,8,96600.0,96100.0,1305.0
2078,Falgun,9,96200.0,95700.0,1300.0
2078,Falgun,10,97000.0,96500.0,1315.0
2078,Falgun,11,96500.0,96000.0,1320.0
2078,Falgun,12,99000.0,98500.0,1355.0
2078,Falgun,13,98000.0,97500.0,1335.0
2078,Falgun,15,96600.0,96100.0,1295.0
2078,Falgun,16,98200.0,97700.0,1340.0
2078,Falgun,17,97600.0,97100.0,1335.0
2078,Falgun,18,99500.0,99000.0,1375.0
2078,Falgun,19,99000.0,98500.0,1380.0
2078,Falgun,20,99900.0,99400.0,1380.0
2078,Falgun,22,101900.0,101400.0,1415.0
2078,Falgun,23,103000.0,102500.0,1425.0
2078,Falgun,24,103000.0,102500.0,1410.0
2078,Falgun,25,105500.0,105000.0,1450.0
2078,Falgun,26,102000.0,101500.0,1405.0
2078,Falgun,27,102600.0,102100.0,1415.0
2078,Falgun,29,102800.0,102300.0,1425.0
2078,Falgun,30,102300.0,101800.0,1415.0
2078,Jestha,2,92500.0,92000.0,1350.0
2078,Jestha,3,92800.0,92300.0,1355.0
2078,Jestha,4,93400.0,92900.0,1390.0
2078,Jestha,5,93300.0,92800.0,1370.0
2078,Jestha,6,93700.0,93200.0,1360.0
2078,Jestha,7,93300.0,92800.0,1350.0
2078,Jestha,9,93600.0,93100.0,1345.0
2078,Jestha,10,93700.0,93200.0,1350.0
2078,Jestha,11,93500.0,93000.0,1350.0
2078,Jestha,13,94200.0,93700.0,1350.0
2078,Jestha,14,93800.0,93300.0,1350.0
2078,Jestha,16,94000.0,93500.0,1355.0
2078,Jestha,17,94200.0,93700.0,1360.0
2078,Jestha,18,94500.0,94000.0,1370.0
2078,Jestha,19,94500.0,94000.0,1360.0
2078,Jestha,20,94900.0,94400.0,1375.0
2078,Jestha,21,93400.0,92900.0,1340.0
2078,Jestha,23,94100.0,93600.0,1355.0
2078,Jestha,24,93800.0,93300.0,1350.0
2078,Jestha,25,94100.0,93600.0,1355.0
2078,Jestha,26,94200.0,93700.0,1350.0
2078,Jestha,27,93900.0,93400.0,1355.0
2078,Jestha,28,94500.0,94000.0,1370.0
2078,Jestha,30,93900.0,93400.0,1370.0
2078,Jestha,31,93200.0,92700.0,1365.0
2078,Kartik,1,91300.0,90800.0,1225.0
2078,Kartik,3,91400.0,90900.0,1235.0
2078,Kartik,4,91700.0,91200.0,1260.0
2078,Kartik,5,91700.0,91200.0,1250.0
2078,Kartik,7,92100.0,91600.0,1260.0
2078,Kartik,8,92400.0,91900.0,1265.0
2078,Kartik,9,92600.0,92100.0,1265.0
2078,Kartik,10,92000.0,91500.0,1250.0
2078,Kartik,11,92400.0,91900.0,1250.0
2078,Kartik,12,92000.0,91500.0,1245.0
2078,Kartik,14,91700.0,91200.0,1240.0
2078,Kartik,15,91800.0,91300.0,1245.0
2078,Kartik,16,92000.0,91500.0,1250.0
2078,Kartik,17,91500.0,91000.0,1225.0
2078,Kartik,18,91000.0,90500.0,1225.0
2078,Kartik,22,92500.0,92000.0,1250.0
2078,Kartik,23,92300.0,91800.0,1250.0
2078,Kartik,24,92700.0,92200.0,1250.0
2078,Kartik,25,94000.0,93500.0,1270.0
2078,Kartik,26,94400.0,93900.0,1285.0
2078,Kartik,28,94600.0,94100.0,1295.0
2078,Kartik,29,94300.0,93800.0,1280.0
2078,Kartik,30,94800.0,94300.0,1290.0
2078,Magh,2,92400.0,91900.0,1250.0
2078,Magh,3,92500.0,92000.0,1255.0
2078,Magh,4,92600.0,92100.0,1255.0
2078,Magh,5,92700.0,92200.0,1285.0
2078,Magh,6,93700.0,93200.0,1315.0
2078,Magh,7,93800.0,93300.0,1325.0
2078,Magh,9,93500.0,93000.0,1315.0
2078,Magh,10,93500.0,93000.0,1315.0
2078,Magh,11,94000.0,93500.0,1300.0
2078,Magh,12,94400.0,93900.0,1300.0
2078,Magh,13,93500.0,93000.0,1290.0
2078,Magh,14,92600.0,92100.0,1265.0
2078,Magh,16,92200.0,91700.0,1250.0
2078,Magh,17,91800.0,91300.0,1240.0
2078,Magh,18,91900.0,91400.0,1240.0
2078,Magh,19,92200.0,91700.0,1255.0
2078,Magh,20,92700.0,92200.0,1255.0
2078,Magh,21,92500.0,92000.0,1250.0
2078,Magh,23,92500.0,92000.0,1250.0
2078,Magh,24,92600.0,92100.0,1255.0
2078,Magh,25,93100.0,92600.0,1260.0
2078,Magh,26,93400.0,92900.0,1280.0
2078,Magh,27,93900.0,93400.0,1280.0
2078,Magh,28,94000.0,93500.0,1280.0
2078,Mansir,1,94300.0,93800.0,1280.0
2078,Mansir,2,94500.0,94000.0,1280.0
2078,Mansir,3,94400.0,93900.0,1275.0
2078,Mansir,5,93700.0,93200.0,1260.0
2078,Mansir,6,93900.0,93400.0,1270.0
2078,Mansir,7,92300.0,91800.0,1255.0
2078,Mansir,8,91800.0,91300.0,1225.0
2078,Mansir,9,91700.0,91200.0,1230.0
2078,Mansir,10,91900.0,91400.0,1225.0
2078,Mansir,12,92100.0,91600.0,1210.0
2078,Mansir,13,92000.0,91500.0,1220.0
2078,Mansir,14,91900.0,91400.0,1205.0
2078,Mansir,15,91500.0,91000.0,1200.0
2078,Mansir,16,91500.0,91000.0,1190.0
2078,Mansir,17,91300.0,90800.0,1190.0
2078,Mansir,19,92000.0,91500.0,1200.0
2078,Mansir,20,92000.0,91500.0,1200.0
2078,Mansir,21,91800.0,91300.0,1190.0
2078,Mansir,22,92300.0,91800.0,1200.0
2078,Mansir,23,92300.0,91800.0,1200.0
2078,Mansir,24,92200.0,91700.0,1185.0
2078,Mansir,26,92500.0,92000.0,1190.0
2078,Mansir,27,92500.0,92000.0,1190.0
2078,Mansir,28,92800.0,92300.0,1210.0
2078,Mansir,29,92300.0,91800.0,1210.0
2078,Poush,1,93000.0,92500.0,1235.0
2078,Poush,2,94000.0,93500.0,1250.0
2078,Poush,4,93600.0,93100.0,1245.0
2078,Poush,5,93800.0,93300.0,1245.0
2078,Poush,6,93000.0,92500.0,1235.0
2078,Poush,7,92600.0,92100.0,1245.0
2078,Poush,8,93300.0,92800.0,1260.0
2078,Poush,9,93100.0,92600.0,1260.0
2078,Poush,11,93100.0,92600.0,1260.0
2078,Poush,12,93200.0,92700.0,1250.0
2078,Poush,13,93000.0,92500.0,1260.0
2078,Poush,14,92500.0,92000.0,1260.0
2078,Poush,15,92100.0,91600.0,1245.0
2078,Poush,16,92700.0,92200.0,1260.0
2078,Poush,18,93400.0,92900.0,1270.0
2078,Poush,19,93100.0,92600.0,1265.0
2078,Poush,20,92200.0,91700.0,1250.0
2078,Poush,21,92800.0,92300.0,1260.0
2078,Poush,22,92300.0,91800.0,1235.0
2078,Poush,23,91600.0,91100.0,1225.0
2078,Poush,25,91600.0,91100.0,1225.0
2078,Poush,26,91300.0,90800.0,1220.0
2078,Poush,27,91600.0,91100.0,1230.0
2078,Poush,28,92000.0,91500.0,1235.0
2078,Poush,29,92500.0,92000.0,1255.0
2078,Poush,30,92700.0,92200.0,1260.0
2078,Shrawan,1,93200.0,92700.0,1320.0
2078,Shrawan,3,92600.0,92100.0,1295.0
2078,Shrawan,4,92800.0,92300.0,1290.0
2078,Shrawan,5,93200.0,92700.0,1280.0
2078,Shrawan,6,92500.0,92000.0,1260.0
2078,Shrawan,7,91800.0,91300.0,1270.0
2078,Shrawan,8,92100.0,91600.0,1280.0
2078,Shrawan,10,92000.0,91500.0,1270.0
2078,Shrawan,11,92100.0,91600.0,1270.0
2078,Shrawan,12,91800.0,91300.0,1270.0
2078,Shrawan,13,92100.0,91600.0,1255.0
2078,Shrawan,14,92400.0,91900.0,1270.0
2078,Shrawan,15,92900.0,92400.0,1285.0
2078,Shrawan,17,92400.0,91900.0,1285.0
2078,Shrawan,18,92300.0,91800.0,1285.0
2078,Shrawan,19,92300.0,91800.0,1275.0
2078,Shrawan,20,92000.0,91500.0,1285.0
2078,Shrawan,21,92000.0,91500.0,1275.0
2078,Shrawan,22,91500.0,91000.0,1265.0
2078,Shrawan,24,90000.0,89550.0,1240.0
2078,Shrawan,25,89000.0,88550.0,1215.0
2078,Shrawan,26,89200.0,88750.0,1205.0
2078,Shrawan,27,88800.0,88350.0,1190.0
2078,Shrawan,28,89400.0,88950.0,1190.0
2078,Shrawan,29,89700.0,89250.0,1185.0
2078,Shrawan,31,90700.0,90200.0,1205.0
2078,Shrawan,32,90600.0,90100.0,1200.0
2079,Ashad,1,96500.0,96000.0,1245.0
2079,Ashad,2,97300.0,96800.0,1265.0
2079,Ashad,3,97800.0,97300.0,1275.0
2079,Ashad,5,97500.0,97000.0,1265.0
2079,Ashad,6,97700.0,97200.0,1265.0
2079,Ashad,7,97700.0,97200.0,1265.0
2079,Ashad,8,97300.0,96800.0,1255.0
2079,Ashad,9,97500.0,97000.0,1250.0
2079,Ashad,10,97200.0,96700.0,1240.0
2079,Ashad,12,97300.0,96800.0,1245.0
2079,Ashad,13,97700.0,97200.0,1255.0
2079,Ashad,15,97800.0,97300.0,1240.0
2079,Ashad,16,97500.0,97000.0,1235.0
2079,Ashad,17,97200.0,96700.0,1210.0
2079,Ashad,19,97500.0,97000.0,1200.0
2079,Ashad,20,97500.0,97000.0,1200.0
2079,Ashad,21,97600.0,97100.0,1205.0
2079,Ashad,22,96000.0,95500.0,1175.0
2079,Ashad,23,94600.0,94100.0,1185.0
2079,Ashad,24,94600.0,94100.0,1175.0
2079,Ashad,26,94800.0,,
2079,Ashoj,2,91800.0,91300.0,1185.0
2079,Ashoj,3,91400.0,90900.0,1175.0
2079,Ashoj,4,91800.0,91300.0,1180.0
2079,Ashoj,5,91300.0,90800.0,1170.0
2079,Ashoj,6,91800.0,91300.0,1185.0
2079,Ashoj,7,92800.0,92300.0,1200.0
2079,Ashoj,9,91800.0,91300.0,1170.0
2079,Ashoj,10,91800.0,91300.0,1160.0
2079,Ashoj,11,91400.0,90900.0,1150.0
2079,Ashoj,12,91600.0,91100.0,1145.0
2079,Ashoj,13,92800.0,92300.0,1170.0
2079,Ashoj,14,93000.0,92500.0,1170.0
2079,Ashoj,23,96000.0,95500.0,1255.0
2079,Ashoj,24,95200.0,94700.0,1230.0
2079,Ashoj,25,94000.0,93500.0,1215.0
2079,Ashoj,26,94200.0,93700.0,1200.0
2079,Ashoj,27,94200.0,93700.0,1190.0
2079,Ashoj,28,94100.0,93600.0,1185.0
2079,Ashoj,30,93100.0,92600.0,1160.0
2079,Ashoj,31,93300.0,92800.0,1160.0
2079,Baisakh,1,101500.0,101000.0,1400.0
2079,Baisakh,2,102000.0,101500.0,1415.0
2079,Baisakh,4,102000.0,101500.0,1415.0
2079,Baisakh,5,102500.0,102000.0,1420.0
2079,Baisakh,6,102100.0,101600.0,1420.0
2079,Baisakh,7,100600.0,100100.0,1385.0
2079,Baisakh,8,100900.0,100400.0,1380.0
2079,Baisakh,9,100900.0,100400.0,1360.0
2079,Baisakh,11,100500.0,100000.0,1360.0
2079,Baisakh,12,100200.0,99700.0,1350.0
2079,Baisakh,13,99300.0,98800.0,1350.0
2079,Baisakh,14,99000.0,98500.0,1340.0
2079,Baisakh,15,98000.0,97500.0,1320.0
2079,Baisakh,16,99200.0,98700.0,1320.0
2079,Baisakh,18,99000.0,98500.0,1300.0
2079,Baisakh,19,98200.0,97700.0,1290.0
2079,Baisakh,20,97200.0,96700.0,1290.0
2079,Baisakh,21,97200.0,96700.0,1290.0
2079,Baisakh,22,98600.0,98100.0,1305.0
2079,Baisakh,23,98000.0,97500.0,1280.0
2079,Baisakh,25,98600.0,98100.0,1285.0
2079,Baisakh,26,98700.0,98200.0,1285.0
2079,Baisakh,27,98000.0,97500.0,1275.0
2079,Baisakh,28,97000.0,96500.0,1245.0
2079,Baisakh,29,97800.0,97300.0,1250.0
2079,Bhadra,1,96200.0,95700.0,1210.0
2079,Bhadra,2,95900.0,95400.0,1195.0
2079,Bhadra,3,95500.0,95000.0,1185.0
2079,Bhadra,5,95500.0,95000.0,1170.0
2079,Bhadra,6,95300.0,94800.0,1165.0
2079,Bhadra,7,95000.0,94500.0,1160.0
2079,Bhadra,8,95300.0,94800.0,1165.0
2079,Bhadra,9,95800.0,95300.0,1175.0
2079,Bhadra,10,95800.0,95300.0,1175.0
2079,Bhadra,12,95100.0,94600.0,1160.0
2079,Bhadra,13,94500.0,94000.0,1145.0
2079,Bhadra,14,94800.0,94300.0,1145.0
2079,Bhadra,15,94000.0,93500.0,1130.0
2079,Bhadra,16,93100.0,92600.0,1100.0
2079,Bhadra,17,93000.0,92500.0,1105.0
2079,Bhadra,19,93600.0,93100.0,1110.0
2079,Bhadra,20,93700.0,93200.0,1115.0
2079,Bhadra,21,94000.0,93500.0,1125.0
2079,Bhadra,22,93000.0,92500.0,1110.0
2079,Bhadra,23,93800.0,93300.0,1135.0
2079,Bhadra,24,93900.0,93400.0,1150.0
2079,Bhadra,26,93900.0,93400.0,1150.0
2079,Bhadra,27,93600.0,93100.0,1150.0
2079,Bhadra,28,93500.0,93000.0,1185.0
2079,Bhadra,29,92800.0,92300.0,1175.0
2079,Bhadra,30,92500.0,92000.0,1180.0
2079,Bhadra,31,91500.0,91000.0,1170.0
2079,Chaitra,1,105700.0,105200.0,1300.0
2079,Chaitra,2,106700.0,106200.0,1305.0
2079,Chaitra,3,107100.0,106600.0,1310.0
2079,Chaitra,5,110000.0,109500.0,1345.0
2079,Chaitra,6,109300.0,108800.0,1330.0
2079,Chaitra,7,109800.0,109300.0,1340.0
2079,Chaitra,8,107800.0,107300.0,1335.0
2079,Chaitra,9,109000.0,108500.0,1360.0
2079,Chaitra,10,109800.0,109300.0,1360.0
2079,Chaitra,12,109200.0,108700.0,1370.0
2079,Chaitra,13,109000.0,108500.0,1360.0
2079,Chaitra,14,108000.0,107500.0,1355.0
2079,Chaitra,15,108500.0,108000.0,1365.0
2079,Chaitra,16,108200.0,107700.0,1375.0
2079,Chaitra,17,109200.0,108700.0,1400.0
2079,Chaitra,19,108600.0,108100.0,1410.0
2079,Chaitra,20,108000.0,107500.0,1390.0
2079,Chaitra,21,109000.0,108500.0,1400.0
2079,Chaitra,22,111000.0,110450.0,1440.0
2079,Chaitra,23,110200.0,109650.0,1435.0
2079,Chaitra,24,110000.0,109500.0,1440.0
2079,Chaitra,26,110000.0,109500.0,1440.0
2079,Chaitra,27,109300.0,108800.0,1430.0
2079,Chaitra,28,109800.0,109300.0,1435.0
2079,Chaitra,29,110800.0,110250.0,1450.0
2079,Chaitra,30,110800.0,110250.0,1450.0
2079,Falgun,1,104000.0,103500.0,1295.0
2079,Falgun,2,103800.0,103300.0,1295.0
2079,Falgun,3,103600.0,103100.0,1290.0
2079,Falgun,4,103000.0,102500.0,1285.0
2079,Falgun,5,102500.0,102000.0,1275.0
2079,Falgun,7,103200.0,102700.0,1290.0
2079,Falgun,8,103200.0,102700.0,1290.0
2079,Falgun,9,103000.0,102500.0,1290.0
2079,Falgun,10,103000.0,102500.0,1295.0
2079,Falgun,11,102500.0,102000.0,1285.0
2079,Falgun,12,102400.0,101900.0,1275.0
2079,Falgun,14,102000.0,101500.0,1260.0
2079,Falgun,15,101800.0,101300.0,1255.0
2079,Falgun,16,101800.0,101300.0,1255.0
2079,Falgun,17,102300.0,101800.0,1270.0
2079,Falgun,18,102600.0,102100.0,1270.0
2079,Falgun,19,102500.0,102000.0,1265.0
2079,Falgun,21,102800.0,102300.0,1275.0
2079,Falgun,23,102500.0,102000.0,1265.0
2079,Falgun,24,101500.0,101000.0,1225.0
2079,Falgun,25,101000.0,100500.0,1220.0
2079,Falgun,26,101800.0,101300.0,1220.0
2079,Falgun,28,103500.0,103000.0,1245.0
2079,Falgun,29,104100.0,103600.0,1255.0
2079,Falgun,30,105700.0,105200.0,1300.0
2079,Jestha,1,96500.0,96000.0,1240.0
2079,Jestha,3,96700.0,96200.0,1260.0
2079,Jestha,4,95800.0,95300.0,1250.0
2079,Jestha,5,96300.0,95800.0,1255.0
2079,Jestha,6,97300.0,96800.0,1270.0
2079,Jestha,8,98000.0,97500.0,1270.0
2079,Jestha,9,98000.0,97500.0,1270.0
2079,Jestha,10,98000.0,97500.0,1270.0
2079,Jestha,11,98200.0,97700.0,1275.0
2079,Jestha,12,97800.0,97300.0,1270.0
2079,Jestha,13,98000.0,97500.0,1280.0
2079,Jestha,15,98000.0,97500.0,1280.0
2079,Jestha,16,98200.0,97700.0,1285.0
2079,Jestha,17,98000.0,97500.0,1270.0
2079,Jestha,18,97200.0,96700.0,1250.0
2079,Jestha,19,97600.0,97100.0,1265.0
2079,Jestha,20,98500.0,98000.0,1290.0
2079,Jestha,22,97900.0,97400.0,1275.0
2079,Jestha,23,98100.0,97600.0,1290.0
2079,Jestha,24,97500.0,97000.0,1275.0
2079,Jestha,25,97500.0,97000.0,1280.0
2079,Jestha,26,98000.0,97500.0,1280.0
2079,Jestha,27,97700.0,97200.0,1265.0
2079,Jestha,29,99200.0,98700.0,1280.0
2079,Jestha,30,98900.0,98400.0,1265.0
2079,Jestha,31,97100.0,96600.0,1245.0
2079,Kartik,1,93400.0,92900.0,1180.0
2079,Kartik,2,93200.0,92700.0,1175.0
2079,Kartik,3,93100.0,92600.0,1170.0
2079,Kartik,4,92500.0,92000.0,1170.0
2079,Kartik,5,94000.0,93500.0,1215.0
2079,Kartik,6,94000.0,93500.0,1215.0
2079,Kartik,7,94000.0,93500.0,1215.0
2079,Kartik,13,93000.0,92500.0,1200.0
2079,Kartik,14,93000.0,92500.0,1200.0
2079,Kartik,15,93100.0,92600.0,1215.0
2079,Kartik,16,93600.0,93100.0,1225.0
2079,Kartik,17,93200.0,92700.0,1215.0
2079,Kartik,18,93100.0,92600.0,1225.0
2079,Kartik,20,94500.0,94000.0,1275.0
2079,Kartik,21,94300.0,93800.0,1265.0
2079,Kartik,22,94000.0,93500.0,1265.0
2079,Kartik,23,95400.0,94900.0,1295.0
2079,Kartik,24,95400.0,94900.0,1285.0
2079,Kartik,25,96700.0,96200.0,1295.0
2079,Kartik,27,97300.0,96800.0,1300.0
2079,Kartik,28,97200.0,96700.0,1295.0
2079,Kartik,29,98200.0,97700.0,1325.0
2079,Kartik,30,98400.0,97900.0,1295.0
2079,Magh,1,105000.0,104500.0,1390.0
2079,Magh,2,105200.0,104700.0,1400.0
2079,Magh,3,105100.0,104600.0,1390.0
2079,Magh,4,104500.0,104000.0,1375.0
2079,Magh,5,104500.0,104000.0,1355.0
2079,Magh,6,105200.0,104700.0,1375.0
2079,Magh,8,105000.0,104500.0,1375.0
2079,Magh,9,105300.0,104800.0,1380.0
2079,Magh,10,106300.0,105800.0,1365.0
2079,Magh,11,106200.0,105700.0,1365.0
2079,Magh,12,106900.0,106400.0,1380.0
2079,Magh,13,105800.0,105300.0,1380.0
2079,Magh,15,106000.0,105500.0,1365.0
2079,Magh,16,106300.0,105800.0,1365.0
2079,Magh,17,105800.0,105300.0,1365.0
2079,Magh,18,106300.0,105800.0,1370.0
2079,Magh,19,107500.0,107000.0,1395.0
2079,Magh,20,106100.0,105600.0,1365.0
2079,Magh,22,104100.0,103600.0,1320.0
2079,Magh,23,104600.0,104100.0,1320.0
2079,Magh,24,104600.0,104100.0,1320.0
2079,Magh,25,104800.0,104300.0,1315.0
2079,Magh,26,104900.0,104400.0,1320.0
2079,Magh,27,103600.0,103100.0,1290.0
2079,Magh,29,104000.0,103500.0,1295.0
2079,Mansir,1,98000.0,97500.0,1285.0
2079,Mansir,2,98100.0,97600.0,1280.0
2079,Mansir,5,97500.0,97000.0,1265.0
2079,Mansir,6,97200.0,96700.0,1280.0
2079,Mansir,7,96800.0,96300.0,1275.0
2079,Mansir,8,97800.0,97300.0,1305.0
2079,Mansir,9,97800.0,97300.0,1295.0
2079,Mansir,11,97800.0,97300.0,1295.0
2079,Mansir,12,97500.0,97000.0,1285.0
2079,Mansir,13,97400.0,96900.0,1285.0
2079,Mansir,14,97600.0,97100.0,1290.0
2079,Mansir,15,98100.0,97600.0,1330.0
2079,Mansir,16,99100.0,98600.0,1345.0
2079,Mansir,18,99500.0,99000.0,1370.0
2079,Mansir,19,99900.0,99400.0,1385.0
2079,Mansir,20,99300.0,98800.0,1350.0
2079,Mansir,21,99300.0,98800.0,1350.0
2079,Mansir,22,99700.0,99200.0,1360.0
2079,Mansir,23,100300.0,99800.0,1390.0
